,Date,County,State,Population,Cases %,Cases (N - 7),Deaths (N - 7),Cases (N - 14),Deaths (N - 14),Cases (N - 21),Deaths (N - 21),Cases (N - 28),Deaths (N - 28),"Class (Safe-0, Unsafe-1)"
42,4/11/2020,Baldwin,Alabama,223234,0.012990853,29,1,10,0,2,0,1,0,0
43,4/12/2020,Baldwin,Alabama,223234,0.015230655,34,1,15,0,2,0,1,0,0
44,4/13/2020,Baldwin,Alabama,223234,0.017022497,38,1,18,0,3,0,1,0,0
45,4/14/2020,Baldwin,Alabama,223234,0.018814338,42,1,19,0,4,0,1,0,0
46,4/15/2020,Baldwin,Alabama,223234,0.021950061,49,1,23,1,4,0,1,0,0
47,4/16/2020,Baldwin,Alabama,223234,0.026429666,59,1,25,1,5,0,1,0,0
48,4/17/2020,Baldwin,Alabama,223234,0.026429666,59,1,28,1,5,0,2,0,0
49,4/18/2020,Baldwin,Alabama,223234,0.029565389,66,1,29,1,10,0,2,0,0
50,4/19/2020,Baldwin,Alabama,223234,0.031805191,71,1,34,1,15,0,2,0,0
51,4/20/2020,Baldwin,Alabama,223234,0.034940914,78,1,38,1,18,0,3,0,0
52,4/21/2020,Baldwin,Alabama,223234,0.038972558,87,2,42,1,19,0,4,0,0
53,4/22/2020,Baldwin,Alabama,223234,0.043900123,98,2,49,1,23,1,4,0,0
54,4/23/2020,Baldwin,Alabama,223234,0.045691964,102,2,59,1,25,1,5,0,0
55,4/24/2020,Baldwin,Alabama,223234,0.046139925,103,2,59,1,28,1,5,0,0
56,4/25/2020,Baldwin,Alabama,223234,0.048827688,109,2,66,1,29,1,10,0,0
57,4/26/2020,Baldwin,Alabama,223234,0.05106749,114,3,71,1,34,1,15,0,0
58,4/27/2020,Baldwin,Alabama,223234,0.052411371,117,3,78,1,38,1,18,0,0
59,4/28/2020,Baldwin,Alabama,223234,0.055099134,123,3,87,2,42,1,19,0,0
60,4/29/2020,Baldwin,Alabama,223234,0.059130778,132,3,98,2,49,1,23,1,0
61,4/30/2020,Baldwin,Alabama,223234,0.064058342,143,3,102,2,59,1,25,1,0
62,5/1/2020,Baldwin,Alabama,223234,0.065850184,147,3,103,2,59,1,28,1,0
63,5/2/2020,Baldwin,Alabama,223234,0.068985907,154,3,109,2,66,1,29,1,0
64,5/3/2020,Baldwin,Alabama,223234,0.07212163,161,3,114,3,71,1,34,1,0
65,5/4/2020,Baldwin,Alabama,223234,0.075257353,168,3,117,3,78,1,38,1,0
66,5/5/2020,Baldwin,Alabama,223234,0.076601235,171,3,123,3,87,2,42,1,0
67,5/6/2020,Baldwin,Alabama,223234,0.077497155,173,2,132,3,98,2,49,1,0
68,5/7/2020,Baldwin,Alabama,223234,0.077945116,174,3,143,3,102,2,59,1,0
69,5/8/2020,Baldwin,Alabama,223234,0.078393076,175,4,147,3,103,2,59,1,0
70,5/9/2020,Baldwin,Alabama,223234,0.081080839,181,4,154,3,109,2,66,1,0
71,5/10/2020,Baldwin,Alabama,223234,0.083768602,187,4,161,3,114,3,71,1,0
72,5/11/2020,Baldwin,Alabama,223234,0.084216562,188,4,168,3,117,3,78,1,0
73,5/12/2020,Baldwin,Alabama,223234,0.084664522,189,5,171,3,123,3,87,2,0
74,5/13/2020,Baldwin,Alabama,223234,0.087800245,196,5,173,2,132,3,98,2,0
75,5/14/2020,Baldwin,Alabama,223234,0.091831889,205,5,174,3,143,3,102,2,0
76,5/15/2020,Baldwin,Alabama,223234,0.093175771,208,5,175,4,147,3,103,2,0
77,5/16/2020,Baldwin,Alabama,223234,0.096759454,216,5,181,4,154,3,109,2,0
78,5/17/2020,Baldwin,Alabama,223234,0.099447217,222,5,187,4,161,3,114,3,0
79,5/18/2020,Baldwin,Alabama,223234,0.100343138,224,6,188,4,168,3,117,3,0
80,5/19/2020,Baldwin,Alabama,223234,0.101687019,227,7,189,5,171,3,123,3,0
81,5/20/2020,Baldwin,Alabama,223234,0.103478861,231,7,196,5,173,2,132,3,0
82,5/21/2020,Baldwin,Alabama,223234,0.108854386,243,8,205,5,174,3,143,3,0
83,5/22/2020,Baldwin,Alabama,223234,0.109302346,244,8,208,5,175,4,147,3,0
84,5/23/2020,Baldwin,Alabama,223234,0.113781951,254,8,216,5,181,4,154,3,0
85,5/24/2020,Baldwin,Alabama,223234,0.113781951,254,8,222,5,187,4,161,3,0
86,5/25/2020,Baldwin,Alabama,223234,0.116469713,260,8,224,6,188,4,168,3,0
87,5/26/2020,Baldwin,Alabama,223234,0.117365634,262,8,227,7,189,5,171,3,0
88,5/27/2020,Baldwin,Alabama,223234,0.120949318,270,8,231,7,196,5,173,2,0
89,5/28/2020,Baldwin,Alabama,223234,0.120949318,270,8,243,8,205,5,174,3,0
90,5/29/2020,Baldwin,Alabama,223234,0.121397278,271,9,244,8,208,5,175,4,0
91,5/30/2020,Baldwin,Alabama,223234,0.122293199,273,9,254,8,216,5,181,4,0
92,5/31/2020,Baldwin,Alabama,223234,0.12274116,274,9,254,8,222,5,187,4,0
93,6/1/2020,Baldwin,Alabama,223234,0.12274116,274,9,260,8,224,6,188,4,0
94,6/2/2020,Baldwin,Alabama,223234,0.124085041,277,9,262,8,227,7,189,5,0
95,5/1/2020,Barbour,Alabama,24686,0.129628129,32,0,15,0,9,0,1,0,0
96,5/2/2020,Barbour,Alabama,24686,0.133679008,33,0,18,0,10,0,2,0,0
97,5/3/2020,Barbour,Alabama,24686,0.133679008,33,0,20,0,10,0,2,0,0
98,5/4/2020,Barbour,Alabama,24686,0.141780766,35,0,22,0,10,0,3,0,0
99,5/5/2020,Barbour,Alabama,24686,0.149882525,37,0,28,0,11,0,3,0,0
100,5/6/2020,Barbour,Alabama,24686,0.149882525,37,1,29,0,13,0,3,0,0
101,5/7/2020,Barbour,Alabama,24686,0.157984283,39,1,30,0,14,0,7,0,0
102,5/8/2020,Barbour,Alabama,24686,0.17013692,42,1,32,0,15,0,9,0,0
103,5/9/2020,Barbour,Alabama,24686,0.174187799,43,1,33,0,18,0,10,0,0
104,5/10/2020,Barbour,Alabama,24686,0.182289557,45,1,33,0,20,0,10,0,0
105,5/11/2020,Barbour,Alabama,24686,0.182289557,45,1,35,0,22,0,10,0,0
106,5/12/2020,Barbour,Alabama,24686,0.190391315,47,1,37,0,28,0,11,0,0
107,5/13/2020,Barbour,Alabama,24686,0.190391315,47,1,37,1,29,0,13,0,0
108,5/14/2020,Barbour,Alabama,24686,0.206594831,51,1,39,1,30,0,14,0,0
109,5/15/2020,Barbour,Alabama,24686,0.214696589,53,1,42,1,32,0,15,0,0
110,5/16/2020,Barbour,Alabama,24686,0.234950984,58,1,43,1,33,0,18,0,0
111,5/17/2020,Barbour,Alabama,24686,0.239001863,59,1,45,1,33,0,20,0,0
112,5/18/2020,Barbour,Alabama,24686,0.247103621,61,1,45,1,35,0,22,0,0
113,5/19/2020,Barbour,Alabama,24686,0.271408896,67,1,47,1,37,0,28,0,0
114,5/20/2020,Barbour,Alabama,24686,0.279510654,69,1,47,1,37,1,29,0,0
115,5/21/2020,Barbour,Alabama,24686,0.299765049,74,1,51,1,39,1,30,0,0
116,5/22/2020,Barbour,Alabama,24686,0.320019444,79,1,53,1,42,1,32,0,0
117,5/23/2020,Barbour,Alabama,24686,0.320019444,79,1,58,1,43,1,33,0,0
118,5/24/2020,Barbour,Alabama,24686,0.328121202,81,1,59,1,45,1,33,0,0
119,5/25/2020,Barbour,Alabama,24686,0.344324718,85,1,61,1,45,1,35,0,0
120,5/26/2020,Barbour,Alabama,24686,0.364579114,90,1,67,1,47,1,37,0,0
121,5/27/2020,Barbour,Alabama,24686,0.388884388,96,1,69,1,47,1,37,1,0
122,5/28/2020,Barbour,Alabama,24686,0.405087904,100,1,74,1,51,1,39,1,0
123,5/29/2020,Barbour,Alabama,24686,0.42129142,104,1,79,1,53,1,42,1,0
124,5/30/2020,Barbour,Alabama,24686,0.425342299,105,1,79,1,58,1,43,1,0
125,5/31/2020,Barbour,Alabama,24686,0.445596694,110,1,81,1,59,1,45,1,0
126,6/1/2020,Barbour,Alabama,24686,0.457749332,113,1,85,1,61,1,45,1,0
127,6/2/2020,Barbour,Alabama,24686,0.494207243,122,1,90,1,67,1,47,1,0
128,4/27/2020,Bibb,Alabama,22394,0.142895418,32,0,17,0,7,0,2,0,0
129,4/28/2020,Bibb,Alabama,22394,0.142895418,32,0,17,0,8,0,3,0,0
130,4/29/2020,Bibb,Alabama,22394,0.151826382,34,0,19,0,9,0,3,0,0
131,4/30/2020,Bibb,Alabama,22394,0.1473609,33,0,24,0,11,0,4,0,0
132,5/1/2020,Bibb,Alabama,22394,0.151826382,34,0,23,0,11,0,4,0,0
133,5/2/2020,Bibb,Alabama,22394,0.156291864,35,0,26,0,13,0,4,0,0
134,5/3/2020,Bibb,Alabama,22394,0.169688309,38,0,28,0,16,0,7,0,0
135,5/4/2020,Bibb,Alabama,22394,0.187550237,42,0,32,0,17,0,7,0,0
136,5/5/2020,Bibb,Alabama,22394,0.187550237,42,0,32,0,17,0,8,0,0
137,5/6/2020,Bibb,Alabama,22394,0.187550237,42,0,34,0,19,0,9,0,0
138,5/7/2020,Bibb,Alabama,22394,0.187550237,42,0,33,0,24,0,11,0,0
139,5/8/2020,Bibb,Alabama,22394,0.187550237,42,0,34,0,23,0,11,0,0
140,5/9/2020,Bibb,Alabama,22394,0.187550237,42,0,35,0,26,0,13,0,0
141,5/10/2020,Bibb,Alabama,22394,0.192015718,43,0,38,0,28,0,16,0,0
142,5/11/2020,Bibb,Alabama,22394,0.187550237,42,0,42,0,32,0,17,0,0
143,5/12/2020,Bibb,Alabama,22394,0.192015718,43,0,42,0,32,0,17,0,0
144,5/13/2020,Bibb,Alabama,22394,0.192015718,43,0,42,0,34,0,19,0,0
145,5/14/2020,Bibb,Alabama,22394,0.1964812,44,0,42,0,33,0,24,0,0
146,5/15/2020,Bibb,Alabama,22394,0.1964812,44,1,42,0,34,0,23,0,0
147,5/16/2020,Bibb,Alabama,22394,0.200946682,45,1,42,0,35,0,26,0,0
148,5/17/2020,Bibb,Alabama,22394,0.205412164,46,1,43,0,38,0,28,0,0
149,5/18/2020,Bibb,Alabama,22394,0.205412164,46,1,42,0,42,0,32,0,0
150,5/19/2020,Bibb,Alabama,22394,0.205412164,46,1,43,0,42,0,32,0,0
151,5/20/2020,Bibb,Alabama,22394,0.205412164,46,1,43,0,42,0,34,0,0
152,5/21/2020,Bibb,Alabama,22394,0.205412164,46,1,44,0,42,0,33,0,0
153,5/22/2020,Bibb,Alabama,22394,0.218808609,49,1,44,1,42,0,34,0,0
154,5/23/2020,Bibb,Alabama,22394,0.223274091,50,1,45,1,42,0,35,0,0
155,5/24/2020,Bibb,Alabama,22394,0.223274091,50,1,46,1,43,0,38,0,0
156,5/25/2020,Bibb,Alabama,22394,0.223274091,50,1,46,1,42,0,42,0,0
157,5/26/2020,Bibb,Alabama,22394,0.227739573,51,1,46,1,43,0,42,0,0
158,5/27/2020,Bibb,Alabama,22394,0.232205055,52,1,46,1,43,0,42,0,0
159,5/28/2020,Bibb,Alabama,22394,0.232205055,52,1,46,1,44,0,42,0,0
160,5/29/2020,Bibb,Alabama,22394,0.2456015,55,1,49,1,44,1,42,0,0
161,5/30/2020,Bibb,Alabama,22394,0.258997946,58,1,50,1,45,1,42,0,0
162,5/31/2020,Bibb,Alabama,22394,0.263463428,59,1,50,1,46,1,43,0,0
163,6/1/2020,Bibb,Alabama,22394,0.263463428,59,1,50,1,46,1,42,0,0
164,6/2/2020,Bibb,Alabama,22394,0.2947218,66,1,51,1,46,1,43,0,0
165,4/22/2020,Blount,Alabama,57826,0.02939854,17,0,10,0,5,0,1,0,0
166,4/23/2020,Blount,Alabama,57826,0.031127866,18,0,11,0,6,0,3,0,0
167,4/24/2020,Blount,Alabama,57826,0.034586518,20,0,12,0,9,0,5,0,0
168,4/25/2020,Blount,Alabama,57826,0.034586518,20,0,12,0,10,0,5,0,0
169,4/26/2020,Blount,Alabama,57826,0.036315844,21,0,13,0,10,0,5,0,0
170,4/27/2020,Blount,Alabama,57826,0.03804517,22,0,15,0,10,0,5,0,0
171,4/28/2020,Blount,Alabama,57826,0.044962474,26,0,16,0,10,0,5,0,0
172,4/29/2020,Blount,Alabama,57826,0.050150451,29,0,17,0,10,0,5,0,0
173,4/30/2020,Blount,Alabama,57826,0.053609103,31,0,18,0,11,0,6,0,0
174,5/1/2020,Blount,Alabama,57826,0.053609103,31,0,20,0,12,0,9,0,0
175,5/2/2020,Blount,Alabama,57826,0.053609103,31,0,20,0,12,0,10,0,0
176,5/3/2020,Blount,Alabama,57826,0.058797081,34,0,21,0,13,0,10,0,0
177,5/4/2020,Blount,Alabama,57826,0.058797081,34,0,22,0,15,0,10,0,0
178,5/5/2020,Blount,Alabama,57826,0.058797081,34,0,26,0,16,0,10,0,0
179,5/6/2020,Blount,Alabama,57826,0.062255733,36,0,29,0,17,0,10,0,0
180,5/7/2020,Blount,Alabama,57826,0.063985059,37,0,31,0,18,0,11,0,0
181,5/8/2020,Blount,Alabama,57826,0.06744371,39,0,31,0,20,0,12,0,0
182,5/9/2020,Blount,Alabama,57826,0.069173036,40,0,31,0,20,0,12,0,0
183,5/10/2020,Blount,Alabama,57826,0.069173036,40,0,34,0,21,0,13,0,0
184,5/11/2020,Blount,Alabama,57826,0.069173036,40,0,34,0,22,0,15,0,0
185,5/12/2020,Blount,Alabama,57826,0.069173036,40,0,34,0,26,0,16,0,0
186,5/13/2020,Blount,Alabama,57826,0.072631688,42,0,36,0,29,0,17,0,0
187,5/14/2020,Blount,Alabama,57826,0.07609034,44,0,37,0,31,0,18,0,0
188,5/15/2020,Blount,Alabama,57826,0.07609034,44,0,39,0,31,0,20,0,0
189,5/16/2020,Blount,Alabama,57826,0.07609034,44,0,40,0,31,0,20,0,0
190,5/17/2020,Blount,Alabama,57826,0.07609034,44,0,40,0,34,0,21,0,0
191,5/18/2020,Blount,Alabama,57826,0.077819666,45,0,40,0,34,0,22,0,0
192,5/19/2020,Blount,Alabama,57826,0.077819666,45,0,40,0,34,0,26,0,0
193,5/20/2020,Blount,Alabama,57826,0.077819666,45,0,42,0,36,0,29,0,0
194,5/21/2020,Blount,Alabama,57826,0.077819666,45,0,44,0,37,0,31,0,0
195,5/22/2020,Blount,Alabama,57826,0.077819666,45,0,44,0,39,0,31,0,0
196,5/23/2020,Blount,Alabama,57826,0.077819666,45,0,44,0,40,0,31,0,0
197,5/24/2020,Blount,Alabama,57826,0.079548992,46,1,44,0,40,0,34,0,0
198,5/25/2020,Blount,Alabama,57826,0.081278318,47,1,45,0,40,0,34,0,0
199,5/26/2020,Blount,Alabama,57826,0.081278318,47,1,45,0,40,0,34,0,0
200,5/27/2020,Blount,Alabama,57826,0.081278318,47,1,45,0,42,0,36,0,0
201,5/28/2020,Blount,Alabama,57826,0.083007644,48,1,45,0,44,0,37,0,0
202,5/29/2020,Blount,Alabama,57826,0.08473697,49,1,45,0,44,0,39,0,0
203,5/30/2020,Blount,Alabama,57826,0.08473697,49,1,45,0,44,0,40,0,0
204,5/31/2020,Blount,Alabama,57826,0.08473697,49,1,46,1,44,0,40,0,0
205,6/1/2020,Blount,Alabama,57826,0.08473697,49,1,47,1,45,0,40,0,0
206,6/2/2020,Blount,Alabama,57826,0.088195621,51,1,47,1,45,0,40,0,0
207,4/23/2020,Bullock,Alabama,10101,0.079200079,8,0,4,0,2,0,2,0,0
208,4/24/2020,Bullock,Alabama,10101,0.079200079,8,0,4,0,2,0,2,0,0
209,4/25/2020,Bullock,Alabama,10101,0.089100089,9,0,4,0,2,0,3,0,0
210,4/26/2020,Bullock,Alabama,10101,0.089100089,9,0,4,0,2,0,3,0,0
211,4/27/2020,Bullock,Alabama,10101,0.108900109,11,0,6,0,2,0,3,0,0
212,4/28/2020,Bullock,Alabama,10101,0.108900109,11,0,8,0,2,0,3,0,0
213,4/29/2020,Bullock,Alabama,10101,0.108900109,11,0,8,0,3,0,3,0,0
214,4/30/2020,Bullock,Alabama,10101,0.118800119,12,0,8,0,4,0,2,0,0
215,5/1/2020,Bullock,Alabama,10101,0.118800119,12,0,8,0,4,0,2,0,0
216,5/2/2020,Bullock,Alabama,10101,0.118800119,12,0,9,0,4,0,2,0,0
217,5/3/2020,Bullock,Alabama,10101,0.118800119,12,0,9,0,4,0,2,0,0
218,5/4/2020,Bullock,Alabama,10101,0.118800119,12,0,11,0,6,0,2,0,0
219,5/5/2020,Bullock,Alabama,10101,0.118800119,12,0,11,0,8,0,2,0,0
220,5/6/2020,Bullock,Alabama,10101,0.118800119,12,0,11,0,8,0,3,0,0
221,5/7/2020,Bullock,Alabama,10101,0.128700129,13,0,12,0,8,0,4,0,0
222,5/8/2020,Bullock,Alabama,10101,0.138600139,14,0,12,0,8,0,4,0,0
223,5/9/2020,Bullock,Alabama,10101,0.138600139,14,0,12,0,9,0,4,0,0
224,5/10/2020,Bullock,Alabama,10101,0.138600139,14,0,12,0,9,0,4,0,0
225,5/11/2020,Bullock,Alabama,10101,0.158400158,16,0,12,0,11,0,6,0,0
226,5/12/2020,Bullock,Alabama,10101,0.178200178,18,0,12,0,11,0,8,0,0
227,5/13/2020,Bullock,Alabama,10101,0.178200178,18,1,12,0,11,0,8,0,0
228,5/14/2020,Bullock,Alabama,10101,0.178200178,18,1,13,0,12,0,8,0,0
229,5/15/2020,Bullock,Alabama,10101,0.207900208,21,1,14,0,12,0,8,0,0
230,5/16/2020,Bullock,Alabama,10101,0.217800218,22,1,14,0,12,0,9,0,0
231,5/17/2020,Bullock,Alabama,10101,0.227700228,23,1,14,0,12,0,9,0,0
232,5/18/2020,Bullock,Alabama,10101,0.257400257,26,1,16,0,12,0,11,0,0
233,5/19/2020,Bullock,Alabama,10101,0.257400257,26,1,18,0,12,0,11,0,0
234,5/20/2020,Bullock,Alabama,10101,0.277200277,28,1,18,1,12,0,11,0,0
235,5/21/2020,Bullock,Alabama,10101,0.277200277,28,1,18,1,13,0,12,0,0
236,5/22/2020,Bullock,Alabama,10101,0.316800317,32,1,21,1,14,0,12,0,0
237,5/23/2020,Bullock,Alabama,10101,0.346500347,35,1,22,1,14,0,12,0,0
238,5/24/2020,Bullock,Alabama,10101,0.346500347,35,1,23,1,14,0,12,0,0
239,5/25/2020,Bullock,Alabama,10101,0.396000396,40,1,26,1,16,0,12,0,0
240,5/26/2020,Bullock,Alabama,10101,0.514800515,52,1,26,1,18,0,12,0,1
241,5/27/2020,Bullock,Alabama,10101,0.633600634,64,1,28,1,18,1,12,0,1
242,5/28/2020,Bullock,Alabama,10101,0.702900703,71,1,28,1,18,1,13,0,1
243,5/29/2020,Bullock,Alabama,10101,0.881100881,89,1,32,1,21,1,14,0,1
244,5/30/2020,Bullock,Alabama,10101,1.03950104,105,1,35,1,22,1,14,0,1
245,5/31/2020,Bullock,Alabama,10101,1.098901099,111,1,35,1,23,1,14,0,1
246,6/1/2020,Bullock,Alabama,10101,1.316701317,133,3,40,1,26,1,16,0,1
247,6/2/2020,Bullock,Alabama,10101,1.653301653,167,3,52,1,26,1,18,0,1
248,4/22/2020,Butler,Alabama,19448,0.056561086,11,0,3,0,1,0,1,0,0
249,4/23/2020,Butler,Alabama,19448,0.056561086,11,0,3,0,1,0,1,0,0
250,4/24/2020,Butler,Alabama,19448,0.082270671,16,0,3,0,1,0,1,0,0
251,4/25/2020,Butler,Alabama,19448,0.06684492,13,0,6,0,1,0,1,0,0
252,4/26/2020,Butler,Alabama,19448,0.071986837,14,0,7,0,1,0,1,0,0
253,4/27/2020,Butler,Alabama,19448,0.071986837,14,0,8,0,1,0,1,0,0
254,4/28/2020,Butler,Alabama,19448,0.077128754,15,0,8,0,2,0,1,0,0
255,4/29/2020,Butler,Alabama,19448,0.087412587,17,0,11,0,3,0,1,0,0
256,4/30/2020,Butler,Alabama,19448,0.097696421,19,0,11,0,3,0,1,0,0
257,5/1/2020,Butler,Alabama,19448,0.107980255,21,0,16,0,3,0,1,0,0
258,5/2/2020,Butler,Alabama,19448,0.143973673,28,0,13,0,6,0,1,0,0
259,5/3/2020,Butler,Alabama,19448,0.164541341,32,1,14,0,7,0,1,0,0
260,5/4/2020,Butler,Alabama,19448,0.174825175,34,1,14,0,8,0,1,0,0
261,5/5/2020,Butler,Alabama,19448,0.231386261,45,1,15,0,8,0,2,0,0
262,5/6/2020,Butler,Alabama,19448,0.262237762,51,1,17,0,11,0,3,0,0
263,5/7/2020,Butler,Alabama,19448,0.272521596,53,1,19,0,11,0,3,0,0
264,5/8/2020,Butler,Alabama,19448,0.334224599,65,1,21,0,16,0,3,0,0
265,5/9/2020,Butler,Alabama,19448,0.473056355,92,1,28,0,13,0,6,0,0
266,5/10/2020,Butler,Alabama,19448,0.539901275,105,1,32,1,14,0,7,0,1
267,5/11/2020,Butler,Alabama,19448,0.586178527,114,1,34,1,14,0,8,0,1
268,5/12/2020,Butler,Alabama,19448,0.617030029,120,2,45,1,15,0,8,0,1
269,5/13/2020,Butler,Alabama,19448,0.668449198,130,2,51,1,17,0,11,0,1
270,5/14/2020,Butler,Alabama,19448,0.796997121,155,2,53,1,19,0,11,0,1
271,5/15/2020,Butler,Alabama,19448,0.832990539,162,3,65,1,21,0,16,0,1
272,5/16/2020,Butler,Alabama,19448,0.915261209,178,6,92,1,28,0,13,0,1
273,5/17/2020,Butler,Alabama,19448,0.971822295,189,6,105,1,32,1,14,0,1
274,5/18/2020,Butler,Alabama,19448,1.007815714,196,6,114,1,34,1,14,0,1
275,5/19/2020,Butler,Alabama,19448,1.151789387,224,6,120,2,45,1,15,0,1
276,5/20/2020,Butler,Alabama,19448,1.182640889,230,6,130,2,51,1,17,0,1
277,5/21/2020,Butler,Alabama,19448,1.28033731,249,8,155,2,53,1,19,0,1
278,5/22/2020,Butler,Alabama,19448,1.326614562,258,9,162,3,65,1,21,0,1
279,5/23/2020,Butler,Alabama,19448,1.393459482,271,9,178,6,92,1,28,0,1
280,5/24/2020,Butler,Alabama,19448,1.398601399,272,9,189,6,105,1,32,1,1
281,5/25/2020,Butler,Alabama,19448,1.465446318,285,10,196,6,114,1,34,1,1
282,5/26/2020,Butler,Alabama,19448,1.516865487,295,10,224,6,120,2,45,1,1
283,5/27/2020,Butler,Alabama,19448,1.604278075,312,11,230,6,130,2,51,1,1
284,5/28/2020,Butler,Alabama,19448,1.650555327,321,11,249,8,155,2,53,1,1
285,5/29/2020,Butler,Alabama,19448,1.691690662,329,11,258,9,162,3,65,1,1
286,5/30/2020,Butler,Alabama,19448,1.722542164,335,11,271,9,178,6,92,1,1
287,5/31/2020,Butler,Alabama,19448,1.768819416,344,11,272,9,189,6,105,1,1
288,6/1/2020,Butler,Alabama,19448,1.845948169,359,12,285,10,196,6,114,1,1
289,6/2/2020,Butler,Alabama,19448,1.953928425,380,13,295,10,224,6,120,2,1
290,4/15/2020,Calhoun,Alabama,113605,0.045772633,52,0,11,0,2,0,1,0,0
291,4/16/2020,Calhoun,Alabama,113605,0.047533119,54,0,12,0,2,0,1,0,0
292,4/17/2020,Calhoun,Alabama,113605,0.047533119,54,0,20,0,3,0,1,0,0
293,4/18/2020,Calhoun,Alabama,113605,0.050173848,57,0,21,0,3,0,1,0,0
294,4/19/2020,Calhoun,Alabama,113605,0.052814577,60,0,24,0,3,0,1,0,0
295,4/20/2020,Calhoun,Alabama,113605,0.05369482,61,0,38,0,9,0,2,0,0
296,4/21/2020,Calhoun,Alabama,113605,0.054575063,62,0,48,0,9,0,2,0,0
297,4/22/2020,Calhoun,Alabama,113605,0.054575063,62,0,52,0,11,0,2,0,0
298,4/23/2020,Calhoun,Alabama,113605,0.055455306,63,1,54,0,12,0,2,0,0
